
============================================================
Sheet: 清风抽纸
============================================================
                      0        1   2                                                                                          3
21  2026-02-26 10:27:19        吉然  文字                                                                                                  这个好这个好，实用
22  2026-02-26 10:28:14        吉然  文字                                                                                       3.9有这么多包，悟空直接上车吧[偷笑]
23  2026-02-26 10:30:55      欧神附体  文字                                                                             我也要这个，我们这里这几天回南天[破涕为笑]正好用得上，急需
24  2026-02-26 10:32:29  E佛系的悟空04  文字                                                                                             对❗你没看错❗💰 3.9❗❗
25  2026-02-26 10:32:51  E佛系的悟空04  文字                                                                       ✅不到一杯奶茶🥤的銭，能买一包❗❗\n✅不用一顿外卖的銭💵，能买一打❗❗
26  2026-02-26 10:33:47       馒头片  文字                                                                                                 这也太实惠了吧，我要
27  2026-02-26 10:33:49      似水流年  文字                                                                                                   上链接上链接悟空
28  2026-02-26 10:34:38  E佛系的悟空04  文字                                                                                              来了来了！！🔗连接先上！！
29  2026-02-26 10:35:46  E佛系的悟空04  文字  [庆祝]【开年[福]狂欢周 · 第二天福莉】\n🌿 衣物防霉香包 3.9元/包 🌿\n--\n👉点击：http://wk1.guerkeji.cn/a2HYhA\n--\n✅天然植物 ✅母婴可用 ✅清香不刺鼻✨
30  2026-02-26 10:37:17   E佛系的悟空8  文字                                                                                  @所有人 \n  👐接住❗❗第二天第一个福莉🔥❗❗
31  2026-02-26 10:37:41  E佛系的悟空04  文字                                                                   回南天就在眼前❗梅雨季🌧排队等着！\n现在不囤，等着👚衣服发霉吗[捂脸][捂脸]
32  2026-02-26 10:39:41       小刘佳  文字                                                                                                   已拍已拍，刚需啊
33  2026-02-26 10:41:17      似水流年  文字                                                                     买到了，潮湿天的痛苦，懂得人都懂，衣柜常年放着除湿丸和防霉包[流泪][流泪]
34  2026-02-26 10:43:15       馒头片  文字                                                                        直接抢2单，3.9要什么自行车[偷笑]囤着搁家里慢慢用，都是居家必需品
35  2026-02-26 10:46:58      欧神附体  文字                                                                              已拍，谢谢悟空的福利[玫瑰][玫瑰]真的懂我们所需[爱心]
36  2026-02-26 10:50:33        吉然  文字                                                                    我很喜欢这个，悟空选的开年好货都是超值的[强]，辛苦了[玫瑰][咖啡][咖啡]
37  2026-02-26 10:56:16  E佛系的悟空04  文字                                                                                       给姐姐们看看这玩意儿咋用[勾引][勾引]
38  2026-02-26 10:56:59  E佛系的悟空04  文字                   ✅衣柜里：挂一包，👚衣服全是淡淡的清香，没有霉味\n✅鞋柜里：放一包，👟鞋子不潮不臭\n✅被褥收纳箱：塞一包，换季拿出来还是✨干爽的\n✅包包收纳柜：也放一包，心爱的包💼不发霉
39  2026-02-26 11:02:00       小苹果  文字                                                                             俩个味道都买了，几块钱搞定回南天的烦恼太值了[偷笑][偷笑]
40  2026-02-26 11:09:26       小泡芙  文字                                                                             拍了三单，就喜欢这种淡淡的味道还可以除湿，方便还好用[愉快]
41  2026-02-26 11:14:17       馒头片  文字                                                                                             我买了两包，一包能用多久啊？
42  2026-02-26 11:16:32  E佛系的悟空04  文字                                                                               [机智] 一包能用 2-3个月！正好覆盖整个🌧梅雨季~~
43  2026-02-26 11:16:54  E佛系的悟空04  文字                                                                        📅4月放进去，📅6月拿出来，一个回南天+一个梅雨季，全扛住[好的]❗❗
44  2026-02-26 11:20:29     程璐向前冲  文字                                                                                            拍啦拍啦，小孩子的衣柜也能用吗
45  2026-02-26 11:22:42  E佛系的悟空04  文字                                                                                        [拥抱] 能用！！母婴可用❗❗[OK]
46  2026-02-26 11:23:25  E佛系的悟空04  文字                                                                   天然🌿植物成分，🙅不含樟脑，🙅不含对二氯苯❗❗\n\n对孩子👶对宠物🐶都友好❗❗
47  2026-02-26 11:26:28     程璐向前冲  文字                                                                                好，那我再去拍2单，家里衣柜多，是得多买点备着[呲牙]
48  2026-02-26 11:31:58      一个大福  文字                                                                                             给我妈也买一单，她家一楼更潮
49  2026-02-26 11:40:39      夹心饼干  文字                                                                                       我家也是一楼潮的很[捂脸]墙壁瓷砖都滴水
50  2026-02-26 11:43:10  E佛系的悟空04  文字                                                                                            [拥抱] 对！！一楼更需要！！
51  2026-02-26 11:43:32  E佛系的悟空04  文字                                                                          尤其是家里老人家舍不得开抽湿机，🌷香包就是最划算的防霉神器💪💪❗❗
52  2026-02-26 11:47:58       苹果派  文字                                                                            已拍，谢谢悟空[玫瑰]，在群里买的东西都很好[强][强][强]

============================================================
Sheet: 玉米
============================================================
                      0         1   2                                                                                                                       3
0                    时间       发送人  类型                                                                                                                      内容
1   2026-02-27 09:55:13  E佛系的悟空04  文字                                                                               🙌昨晚咱们聊到健康聊的热火朝天🔥，今早一骨碌起来立马给姐姐们瞅瞅👀有没健康好口粮~
2   2026-02-27 09:55:57  E佛系的悟空04  文字                                                                                                          嘿❗❗还真给我找到了[得意]
3   2026-02-27 09:57:00       馒头片  文字                                                                                                                 是什么好东西呀
4   2026-02-27 09:58:01      一个大福  文字                                                                                                        减脂可以吃吗，过年胖了一圈[囧]
5   2026-02-27 09:59:19  E佛系的悟空04  文字                                                                                                  ✨当！当！当！当！👉【田本部】甜糯玉米段🌽🌽
6   2026-02-27 10:00:15  E佛系的悟空04  文字                                                                                      年前验货，我第一口咬下去就愣住了[色]怎么会有又甜又糯的玉米🌽啊❓❗
7   2026-02-27 10:00:37  E佛系的悟空04  文字                                                                                         我们公司小姐姐都说好吃到停不下来😍😍，一口气可以来三段[呲牙]
8   2026-02-27 10:02:02       小酒窝  文字                                                                                                              糯玉米好吃，没有渣渣
9   2026-02-27 10:03:33       小苹果  文字                                                                                   玉米我要[色][色]，我真老爱吃玉米了，悟空每次推荐的玉米我都买了，都好吃
10  2026-02-27 10:04:19      好运莲莲  文字                                                                                                   上车上车，吃来吃去还是东北玉米好吃[呲牙]
11  2026-02-27 10:06:21  E佛系的悟空04  文字                                                         不仅是📍东北黑土地产🌽❗❗\n\n它可还是💥大名鼎鼎的【农投集团】（🇨🇳國企）出品的，🏆畅销海外，老外都抢着吃[憨笑][憨笑]
12  2026-02-27 10:07:51       馒头片  文字                                                                                                            嚯，这个厉害，出口产品呀
13  2026-02-27 10:09:29  E佛系的悟空04  文字                                                                                    [奸笑]说好了，【狂欢周[庆祝]】东西必须不一样，哈哈哈[转圈][转圈]
14  2026-02-27 10:10:14  E佛系的悟空04  文字                                                                                             现在超市🛒这种真空包装的一根都卖到了💰8.9~[心碎]
15  2026-02-27 10:11:11  E佛系的悟空04  文字                                                                                   今天悟空[庆祝]开年福莉✨❗❗给姐姐们争取到一袋1.3kg只要💰12.9~
16  2026-02-27 10:13:26      一个大福  文字                                                                                                              超级爱吃玉米！[色]
17  2026-02-27 10:14:39     一个达不溜  文字                                                                                      还得是你啊悟空[强]田本部玉米能这个价格搞到太牛了，直接上车吧我要买
18  2026-02-27 10:17:12  E佛系的悟空04  文字  [庆祝]【开年狂欢周[爆竹] · 第3天福莉】\n🌽【田本部】甜糯玉米段1.3kg  💰12.9元/袋~\n--\n👉点击：http://wk1.guerkeji.cn/CbT0wf\n--\n✅来自东北黑土地 ✅國企背书 ✅甜糯拉丝✨
19  2026-02-27 10:18:34       小酒窝  文字                                                                                            买了两袋，一段段的做早餐正好，简单又方便[呲牙][呲牙]
20  2026-02-27 10:20:16   E佛系的悟空8  文字                                                                                        @所有人 【狂欢[烟花]周】第3天❗❗第1个福利！！接住接住👆👆
21  2026-02-27 10:22:23      好运莲莲  文字                                                                                                          太优惠了，拍了3袋囤着慢慢吃
22  2026-02-27 10:25:06       馒头片  文字                                                                                                    黄玉米和白玉米我都爱，各拍了两单[呲牙]
23  2026-02-27 10:27:34      一个大福  文字                                                                               正好买了等家里孩子上学，早上蒸一根当早餐也方便，再搭配驼奶营养健康[偷笑][偷笑]
24  2026-02-27 10:31:44     一个达不溜  文字                                                                                                     拍了4单玉米，我家小孩喜欢吃黄甜的玉米
25  2026-02-27 10:41:31      欧神附体  文字                                                                                                     拍了，节后减肉肉，粗粮玉米吃起来[色]
26  2026-02-27 10:47:40  E佛系的悟空04  文字                                                                           昨晚咱们聊健康💪，今天我就想说👉：健康不是靠吃补品吃出来的，是吃对每一口饭🍚攒出来的👊❗❗
27  2026-02-27 10:48:23  E佛系的悟空04  文字                                                                                               💥像这种✔干净、✔天然、✔没乱七八糟添加的🌽玉米👆
28  2026-02-27 10:48:45  E佛系的悟空04  文字                                                                    早上来不及做饭，隔水加热⏰10分钟，就能酷酷炫起来😍~\n比吃那些💢添加剂面包、💢油炸点心强一万倍👍❗❗
29  2026-02-27 10:50:23      好运莲莲  文字                                                                                          对！我现在早餐就吃玉米 鸡蛋 驼奶，比吃油条 大包子舒服多了
30  2026-02-27 10:54:37     程璐向前冲  文字                                                                                           玉米当早餐吃确实不错[呲牙]有时候晚上不想吃饭我也会来一根
31  2026-02-27 10:59:40       苹果派  文字                                                                                                     @佛系的悟空 链接再发个，我也去拍俩单
32  2026-02-27 11:04:40  E佛系的悟空04  文字  [庆祝]【开年狂欢周[爆竹] · 第3天福莉】\n🌽【田本部】甜糯玉米段1.3kg  💰12.9元/袋~\n--\n👉点击：http://wk1.guerkeji.cn/CbT0wf\n--\n✅来自东北黑土地 ✅國企背书 ✅甜糯拉丝✨
33  2026-02-27 11:08:44       苹果派  文字                                                                                                                      已拍
34  2026-02-27 11:15:02        大海  文字                                                                                            拍了两袋玉米，特别喜欢这种糯糯的玉米，有嚼劲[色][色]
35  2026-02-27 11:25:17       橙子皮  文字                                                                                    来2袋 开学给娃做早餐正好  悟空这种福利多多益善，又健康又便宜[偷笑]

============================================================
Sheet: 抽纸
============================================================
                      0         1   2                                                                                                                                                        3
0                    时间       发送人  类型                                                                                                                                                       内容
1   2026-02-28 15:33:36  E佛系的悟空04  文字                                                                                                                     [太阳]下午好！！姐姐们过个年，有没有发现🧐家里还有个东西快用完了👀❓❓
2   2026-02-28 15:35:11      似水流年  文字                                                                                                                                                   啥？纸巾？？
3   2026-02-28 15:37:03  E佛系的悟空04  文字                                                                                                                                          [机智]对❗就是抽纸🧻啊啊啊~
4   2026-02-28 15:37:24  E佛系的悟空04  文字                                                                            姐姐们想想——过年[爆竹]到现在⬇⬇\n\n🔸家里来来回回多少亲戚[疑问]\n🔸吃了多少顿饭[疑问]\n🔸擦了多少次嘴[疑问]\n🔸擤了多少次鼻涕[疑问]
5   2026-02-28 15:38:59      欧神附体  文字                                                                                                                                 别提了！我家过年那几天，抽纸跟不要钱似的[捂脸]
6   2026-02-28 15:41:10      似水流年  文字                                                                                                      我昨天做饭，一抬手发现没纸了[捂脸]油乎乎的手，满厨房找纸巾，最后只能用抹布擦[破涕为笑][破涕为笑]
7   2026-02-28 15:42:04      似水流年  文字                                                                                                                                            是不是来活动了，刚好我囤点
8   2026-02-28 15:44:13  E佛系的悟空04  文字                                                                                                                             [机智]对嘛！！！家里没纸🧻的崩溃瞬间💢谁经历过谁懂❗❗
9   2026-02-28 15:46:11       豆芽儿  文字                                                                                                                              我上次上厕所才发现纸没了，蹲那喊老公送了十分钟[微笑]
10  2026-02-28 15:48:08        吉然  文字                                                                                                                                               同一个世界同一个尴尬
11  2026-02-28 15:49:33  E佛系的悟空04  文字                                                                                                                                    所以！！今天下午场福莉👇就是来救急的🚨🚨❗
12  2026-02-28 15:50:42  E佛系的悟空04  文字                                                                                                                                   🧻【云朵季】抽纸，5包，只要💰6.99~❗❗
13  2026-02-28 15:51:48  E佛系的悟空04  文字                                                                                                                  🧻厚实的很❗而且湿水不易破❗\n\n一包居然才💰 1.4 ~ 你们说值不值！！
14  2026-02-28 15:52:47      似水流年  文字                                                                                                                                                  就等你上链接了
15  2026-02-28 15:53:47        吉然  文字                                                                                                                                上链接上链接，之前在悟空这囤的纸巾，过个年都用完了
16  2026-02-28 15:59:41   水汪汪的大眼睛  文字                                                                                                                                                 抽纸消耗品我也要
17  2026-02-28 16:04:24  E佛系的悟空04  文字                                                                                                                                               话不多说❗上🔥❗❗❗
18  2026-02-28 16:05:28  E佛系的悟空04  文字  [庆祝]【开年狂欢周 · 继续嗨】\n🧻 【云朵季】抽纸5包 💰6.99\n--\n👉第一步伶券！ \nhttps://s.y-03.cn/ObGycY \n-- \n👉下単抵.扣，6.99亓！抽纸5包 \nhttps://s.y-03.cn/2ZpHRL \n--\n✅三层加厚 ✅不掉屑 ✅原生木浆
19  2026-02-28 16:06:11  E佛系的悟空04  文字                                                                                                                [抓狂][抓狂]快❗抽纸也得跟上啊~~~ \n家里没纸🧻的崩溃，谁经历过谁懂❗❗❗
20  2026-02-28 16:10:18      似水流年  文字                                                                                                                                        拍到了，谢谢悟空[玫瑰]纸巾不嫌多
21  2026-02-28 16:11:47      欧神附体  文字                                                                                                                             拍了三单，这纸巾跟白捡的有什么区别，还得是你啊悟空[强]
22  2026-02-28 16:17:01  E佛系的悟空04  文字                                                                                                     佸冻火爆🔥🔥多刷新⬆看视频操作~\n\n💥可以反复帕3次！！！ 抽纸这东西，不是只荬一份就够！！囤住啰~
23  2026-02-28 16:19:03       豆芽儿  文字                                                                                                   拍满3单，喊我老公也去拍，就喜欢家里纸巾囤的多多的，这样才有安全感，不知道有木有姐妹跟我一样[捂脸][捂脸]
24  2026-02-28 16:22:45        吉然  文字                                                                                                                            必囤3单拍满了 过个年 人多消耗更大了来的及时[破涕为笑]
25  2026-02-28 16:26:44   水汪汪的大眼睛  文字                                                                                                                               我也拍到了3单，谢谢悟空[爱心]一包才一块多，好便宜
26  2026-02-28 16:35:02  E佛系的悟空04  文字                                                                                 🍽餐厅要不要放❓——要❗\n🧻卫生间要不要放❓——要❗\n🛋客厅茶几要不要放❓——要❗\n🛏床头柜要不要放❓——要❗\n🚗车里要不要放❓——要❗
27  2026-02-28 16:35:24  E佛系的悟空04  文字                                                                                                                                         这一套下来，就一杯奶茶🥤的銭❗❗
28  2026-02-28 16:37:17        摘星  文字                                                                                                         悟空说的餐厅、卫生间、客厅茶几、床头柜、车里可不都得放上吗[捂脸]3单哪里够，喊家里人也一起买了
29  2026-02-28 16:44:30  E佛系的悟空04  文字  [庆祝]【开年狂欢周 · 继续嗨】\n🧻 【云朵季】抽纸5包 💰6.99\n--\n👉第一步伶券！ \nhttps://s.y-03.cn/ObGycY \n-- \n👉下単抵.扣，6.99亓！抽纸5包 \nhttps://s.y-03.cn/2ZpHRL \n--\n✅三层加厚 ✅不掉屑 ✅原生木浆
30  2026-02-28 16:45:13  E佛系的悟空04  文字                                                                                                              🔥多刷新⬆看视频操作~\n\n💥可以反复帕3次！！！不会的赶紧问我啦~[抓狂][抓狂]
31  2026-02-28 16:48:14       苹果派  文字                                                                                                                                            实惠[强][强]必须拍3单
32  2026-02-28 17:04:44      一川月白  文字                                                                                                                       下了9单，新的一年跟着悟空继续省钱[呲牙]一包一块多，真心实惠[强]

============================================================
Sheet: 榨菜
============================================================
                      0         1   2                                                                                                                             3
0                    时间       发送人  类型                                                                                                                            内容
1   2026-03-01 09:49:49  E佛系的悟空04  文字                                                                                                              早哇☀姐姐们！！都吃早餐🥣了吗？
2   2026-03-01 09:52:43       橙子皮  文字                                                                                                              吃过了驼奶配鸡蛋[调皮]营养满分
3   2026-03-01 09:55:10       言午许  文字                                                                                                                            没吃
4   2026-03-01 09:57:35       言午许  文字                                                                                                             你这一说还真是，这几天都不知道吃啥
5   2026-03-01 10:00:54  E佛系的悟空04  文字                                                                                                    你们有没有发现，蕞近吃饭没啥胃口啊~[捂脸][捂脸]
6   2026-03-01 10:02:40        浅冬  文字                                                                                                          是啊，过年吃太多油腻腻的东西了真没啥胃口
7   2026-03-01 10:03:30  E佛系的悟空04  文字                                                                                                                   [奸笑]为啥知道不❓❓
8   2026-03-01 10:03:52  E佛系的悟空04  文字                                                                                                           过年大鱼大肉吃多了啊~[憨笑][憨笑]
9   2026-03-01 10:04:15  E佛系的悟空04  文字                                                                                                     哈哈哈！！不信❓姐姐们跟我回忆下过年这几天[吃瓜]
10  2026-03-01 10:05:21  E佛系的悟空04  文字                                           👉腊月二十九：炸丸子、炸带鱼，油😥\n👉年三十：红烧肉、炖肘子，油😥\n👉初一：走亲戚，又是一桌子油😖\n👉初二：回娘家，还是油😨\n👉初三初四：剩菜热了再吃，更油😱
11  2026-03-01 10:06:41        浅冬  文字                                                                                                                 我现在看见肉就想跑[捂脸]
12  2026-03-01 10:08:18       橙子皮  文字                                                                                                          我家冰箱现在还塞着过年剩的肉呢，没人想吃
13  2026-03-01 10:09:59  E佛系的悟空04  文字                                                                                                                         对嘛❗❗❗
14  2026-03-01 10:10:21  E佛系的悟空04  文字                                                                                        [爆竹]过年那几天，恨不得顿顿满汉全席🍛🧆🍲🍝🥧\n过完年~看见啥都不想吃😥
15  2026-03-01 10:10:43  E佛系的悟空04  文字                                                                                                               胃在抗议：我想吃清淡🥗的！！！
16  2026-03-01 10:12:44       言午许  文字                                                                                                             我昨天就想喝碗白粥，清淡的简简单单
17  2026-03-01 10:13:59  E佛系的悟空04  文字                                                                                                             哈哈哈~~姐姐你说到点子💡上了❗❗
18  2026-03-01 10:14:20  E佛系的悟空04  文字                                                                                                                  白粥🍚有了，还缺啥🧐❓❓
19  2026-03-01 10:15:49  E佛系的悟空04  文字                                                                                                               噔噔噔✨✨就是它【榨菜】🥗❗❗
20  2026-03-01 10:16:11  E佛系的悟空04  文字                                                                                           过年大鱼大肉吃腻了💢，就这一口白粥配上榨菜——绝绝子！！！[色][色]
21  2026-03-01 10:16:33  E佛系的悟空04  文字                                                                                                           😍一口下去——胃舒服了，人也活过来了~
22  2026-03-01 10:19:55     情绪循环曲  文字                                                                                                              早上刚这么吃的，真的舒服啊[强]
23  2026-03-01 10:23:26        浅冬  文字                                                                                                                哇，看得我恨不得马上来上一碗
24  2026-03-01 10:25:07  E佛系的悟空04  文字                                                                                               💥而且是这种独立的小包装❗\n\n⭕一次一袋，刚好配一顿🥣粥~
25  2026-03-01 10:26:35       橙子皮  文字                                                                                                         这个好，我家以前买的榨菜，打开吃不完就坏了
26  2026-03-01 10:28:59  E佛系的悟空04  文字                                                                ☝超&#39;市一包就要4.8亓！雷打不动的💰忦格！！\n-\n咱现在超&#39;值组合装！到手25袋💰7.9亓！才3毛多！
27  2026-03-01 10:30:56       言午许  文字                                                                                                      这么值！我的最爱，家里没断过，上链接[色][色]
28  2026-03-01 10:32:23     情绪循环曲  文字                                                                                                                        上！一包3毛
29  2026-03-01 10:34:11  E佛系的悟空04  文字                                                                                                                   好了❗连接🔗来了❗❗❗
30  2026-03-01 10:35:18  E佛系的悟空04  文字  [庆祝]【开年狂欢周 · 浮力继续】 \n-\n🥢【吉香居】 榨菜 / 萝卜干 / 酸菜 任选 \n福莉忦 25袋💰7.9亓 \n--\n👉点击：http://wk1.guerkeji.cn/gyN3K5\n--\n✅鲜脆爽口 ✅咸淡适中 ✅小包装
31  2026-03-01 10:36:47   E佛系的悟空8  文字                                                                                 @所有人     \n过年大鱼大肉🐟🍖吃腻了~\n\n就这一口🥣白粥配榨菜，蕞抚凡人心❗❗
32  2026-03-01 10:38:33        浅冬  文字                                                                                                  已拍3单，真划算[偷笑]囤着慢慢吃，吃饭的时候也能来俩包
33  2026-03-01 10:40:52       橙子皮  文字                                                                                              已拍榨菜，配上一碗粥一餐就搞定，省时省力[胜利][胜利][胜利]
34  2026-03-01 10:42:50       言午许  文字                                                                                                                          已拍5单
35  2026-03-01 10:44:09       言午许  文字                                                                          吉香居这个牌子的榨菜确实好吃，之前也有买过它们家的下饭菜也老好吃了，几块钱的福利闭眼冲了[呲牙][呲牙]
36  2026-03-01 10:46:48     情绪循环曲  文字                                                                                                          已拍，我最喜欢早上搭配粥了绝绝子[偷笑]
37  2026-03-01 10:52:40      似水流年  文字                                                                                                     买下，悟空选的绝对划算又好吃，再去多囤几单[鼓掌]
38  2026-03-01 10:56:01  E佛系的悟空04  文字                                                                                                              来[勾引]给你们看看这个榨菜🥗❗
39  2026-03-01 10:57:06  E佛系的悟空04  文字                                                         ✅鲜脆爽口——不是那种软趴趴的✨\n✅减盐25%以上——不会咸得齁嗓子✨\n✅干净卫生——大簰子放心吃✨\n✅小包装——一次一袋，不浪费✨
40  2026-03-01 11:00:29       小酒窝  文字                                                                                     一包3毛[强]比我以前在便利店买都要便宜[强][强][强]还是独立小包装，买了6单
41  2026-03-01 11:05:59      好运莲莲  文字                                                                                                             拍了榨菜，小孩上学刚好就粥[呲牙]
42  2026-03-01 11:13:28  E佛系的悟空04  文字                                                                                                                而且！🥗榨菜可不只能配粥！！
43  2026-03-01 11:14:12  E佛系的悟空04  文字                                               🍜下面条：撒一把，面条立马有灵魂♨\n🍚配米饭：不想炒菜的时候，榨菜就是菜😍\n🥚炒鸡蛋：榨菜+鸡蛋，绝&#39;配😋\n🥪夹馒头：馒头夹榨菜，小时候的味道🌞
44  2026-03-01 11:16:29      夹心饼干  文字                                                                                                         我就喜欢清汤寡水的面条🍜➕榨菜，简单又好吃
45  2026-03-01 11:22:52        浅冬  文字                                                                                                         童年的味道，我小时候就爱馒头夹榨菜[捂脸]
46  2026-03-01 11:27:08  E佛系的悟空04  文字                                                                                                   [奸笑]对嘛！！榨菜这东西，刻在中帼人基因里的味道♨♨
47  2026-03-01 11:27:30  E佛系的悟空04  文字                                                                                      🛒荬回去慢慢开发吃法，怎么吃都好吃滴~\n\n[转圈]还没下手的姐姐都来试试~~
48  2026-03-01 11:28:37  E佛系的悟空04  文字  [庆祝]【开年狂欢周 · 浮力继续】 \n-\n🥢【吉香居】 榨菜 / 萝卜干 / 酸菜 任选 \n福莉忦 25袋💰7.9亓 \n--\n👉点击：http://wk1.guerkeji.cn/gyN3K5\n--\n✅鲜脆爽口 ✅咸淡适中 ✅小包装
49  2026-03-01 11:33:02     一个达不溜  文字                                                                                                 姐妹们，进到主页后往下拉，领这个淘金币买能更便宜些[呲牙]
50  2026-03-01 11:35:58       橙子皮  文字                                                                                                       还真的更便宜了，我重新下了榨菜，谢谢亲[玫瑰]
51  2026-03-01 11:49:01        大海  文字                                                                                                      谢谢分享，太划算了，我拍了5单！[呲牙][呲牙]

============================================================
Sheet: 银耳
============================================================
                      0         1   2                                                                                                          3
0                    时间       发送人  类型                                                                                                         内容
1   2026-03-09 11:45:36  E佛系的悟空04  文字                                                                        昨天是女神节👑，姐姐们过得开心吗❗❓\n\n有没有好好宠自己一天呢🤗❓
2   2026-03-09 11:46:50      夹心饼干  文字                                                                                          开心，但今天周一又要搬砖了[苦涩]
3   2026-03-09 11:50:02        吉然  文字                                                                                         老公请吃了顿饭，但该干的活一样没少干
4   2026-03-09 11:54:59  E佛系的悟空04  文字                                                                                                  嘿嘿~懂❗[坏笑]
5   2026-03-09 11:55:12  E佛系的悟空04  文字                                                                       所以今天给你们安排一个 “懒人版宠爱”，每天爱自己多一点💓，不用等过节🌷
6   2026-03-09 11:55:36  E佛系的悟空04  文字                                                                                  而且哦❗不是那种要泡发半天🙅、煮两小时的麻烦货👋👋
7   2026-03-09 11:56:00  E佛系的悟空04  文字                                                                     是——\n\n✅有·机认证✨\n✅免·泡免煮✨\n✅20分钟就能喝的银耳✨！
8   2026-03-09 11:57:57      好运莲莲  文字                                                                            这个银耳好，买好多次，可方便了焖个十几20分钟就能吃上[偷笑]
9   2026-03-09 12:00:17     爱吃糖醋鱼  文字                                                                                                有机的吗？听着就不便宜
10  2026-03-09 12:01:17  E佛系的悟空04  文字                                                                                                   对❗有机的🚀❗❗
11  2026-03-09 12:01:55  E佛系的悟空04  文字                                                       就是那种从🔍源头就干干净净的东西——\n\n✅ 无`农`葯残留🙅\n✅ 无`硫`熏🙅\n✅ 无`添`加🙅
12  2026-03-09 12:02:07  E佛系的悟空04  文字                                                                                 像给宝宝吃东西一样，给你吃的，也一定是好的安全💪❗❗
13  2026-03-09 12:03:53         暖  文字                                                                                    对自己要像对宝宝一样上心，这句话我喜欢[害羞]
14  2026-03-09 12:05:09     一个大猩猩  文字                                                                                       回购好多次了，品质确实没得说[强][强]
15  2026-03-09 12:06:30  E佛系的悟空04  文字                                          而且！！它不用泡发、不用看火🔥——\n\n✅早上起床，开水一焖💦\n✅洗漱完，20分钟刚刚好👏\n✅一碗胶质满满的银耳羹，等你喝😍
16  2026-03-09 12:07:42     爱吃糖醋鱼  文字                                                                                              那我可以带去公司，简单方便
17  2026-03-09 12:09:25       小酒窝  文字                                                                  办公室焖一杯，比奶茶健康多了，多少米悟空可以把链接甩出来了[勾引][勾引][勾引]
18  2026-03-09 12:10:50  E佛系的悟空04  文字                                           💥重点是——它真的养人❗😍\n\n✅ 胶质浓到能拉丝✨\n✅ 加点枸杞、红枣、牛奶，就是一碗小甜品✨\n✅ 喝完整个人都润润的✨
19  2026-03-09 12:12:33     咕噜咕噜锤  文字                                                                                     看着就好喝[呲牙]我脸干，是不是喝这个也有用
20  2026-03-09 12:13:07       小苹果  文字                                                                            这个银耳我买过，加点牛奶和红枣，比外面卖的甜品好吃多了，还健康
21  2026-03-09 12:14:34     爱吃糖醋鱼  文字                                                                                                 银耳需要！悟空上链接
22  2026-03-09 12:14:41  E佛系的悟空04  文字                                                                    ⬆平时有机银耳一罐要💰100多❗\n\n💥今天周一福莉忦！！💰6.9亓拿下❗❗
23  2026-03-09 12:15:13        吉然  文字                                                                                              才6.9可以可以，上吧悟空
24  2026-03-09 12:18:09  E佛系的悟空04  文字  [礼物]菌妍 · 有机银耳 💰6.9亓~\n✅有·机认怔，免泡免煮，20分钟搞定！\n--\n点击：http://wk1.guerkeji.cn/ZPFn8J\n--\n[爱心] 送自己一碗温润，爱自己多一点✨
25  2026-03-09 12:19:25   E佛系的悟空8  文字                                                                      @所有人 “懒人版宠爱”——免泡免煮✨、焖烧杯⏰20分钟就能喝的银耳🥣❗❗
26  2026-03-09 12:21:16        吉然  文字                                                                                                       已拍已拍
27  2026-03-09 12:23:41         暖  文字                                                                         买了两单，早上起来来上一碗银耳健康又方便，价格还这么实惠[强][强]
28  2026-03-09 12:25:38     爱吃糖醋鱼  文字                                                                                                   已拍有机银耳3单
29  2026-03-09 12:28:21       小苹果  文字                                                                      一直都跟着悟空买这个银耳，品质没话说，焖一会就出胶了[强]有活动就继续回购
30  2026-03-09 12:29:55       小苹果  文字                                       还有姐妹们多吃银耳对咱们女人也好[笑脸]我是经常会喝的，我朋友看见了也是说我皮肤气色好，我也让她们没事干就煮点银耳羹喝喝[偷笑][偷笑]
31  2026-03-09 12:45:34     咕噜咕噜锤  文字                                                                                                         已拍
32  2026-03-09 14:09:47       小酒窝  文字                                                                     已拍，早上起来来上一碗银耳健康又方便，泡驼奶也不错 价格还这么实惠，必须买！
33  2026-03-09 14:52:06       橙子皮  文字                                                                              大米收到啦，谢谢你悟空非常好！拿来蒸米饭我能吃3碗[呲牙]
34  2026-03-09 14:52:43       橙子皮  文字                                                                                      银耳也下了3单，老妈爱喝银耳给她拍了寄过去

============================================================
Sheet: 洗洁精
============================================================
                      0        1   2                                                                                                                                   3
0                    时间      发送人  类型                                                                                                                                  内容
1   2026-03-12 09:50:39  E佛系的悟空8  文字                                                                                                             姐姐们[太阳]早！！问一个扎心的问题~[调皮]
2   2026-03-12 09:51:17  E佛系的悟空8  文字                                                                                                                       昨天晚饭的碗🥣 谁洗的❓👀
3   2026-03-12 09:52:10     一川月白  文字                                                                                                                     别问，问就是我[苦涩][苦涩]
4   2026-03-12 09:53:33       浅冬  文字                                                                                                      昨天火锅吗，那锅到现在还没刷呢[捂脸]想偷个懒放那，也没人洗
5   2026-03-12 09:57:07       大海  文字                                                                                                                     我家都是早上洗，晚上实在不想动
6   2026-03-12 09:58:14  E佛系的悟空8  文字                                                                                                         哈哈！！我就知道——肯定还泡在水池💦里没动呢~[憨笑]
